animal_id,lrid,tag,rfid,nlis,is_new,draft,sex,dob,sire,dam,breed,colour,weaned,prev_tag,prev_pic,note,note_date,is_exported,is_history,is_deleted,tag_sorter,donordam,whp,esi,status_current,status_date,overall_adg,current_adg,last_weight,last_weight_date,selected,animal_group,current_farm,current_property,current_area,current_farm_date,current_property_date,current_area_date,animal_group_date,sex_date,breed_date,dob_date,colour_date,prev_pic_date,sire_date,dam_date,donordam_date,prev_tag_date,tag_date,rfid_date,nlis_date,modified,full_rfid,full_rfid_date
7197,0,17145B,964001027783594,"",0,"",Wether,2020-03-02 00:00:00.000,"",17145,"","",0,"","","New Tag: 17145B",2020-03-03 12:07:37.919,0,0,0,"                           17145B","",,,Sold,2021-03-06 11:51:12.068,0.18,-0.36,65.2,2020-12-14 14:33:27.411,0,"","","","",,,,,2021-05-10 17:26:41.234,,2020-03-03 12:08:12.395,,,,2020-03-03 12:08:17.660,,,2020-03-03 12:07:37.762,,,2021-05-10 17:26:41.234,"",
7198,0,17212S,964001027783595,"",0,"",Wether,2020-03-02 00:00:00.000,"",17212,"","",0,"","","New Tag: 17212S",2020-03-03 12:17:33.708,0,0,0,"                           17212S","",,,Sold,2020-09-25 11:45:28.985,0.50,0.69,69.6,2020-07-19 13:02:14.210,0,"","","","",,,,,2021-05-10 17:07:34.726,,2020-03-03 12:18:05.579,,,,2020-03-03 12:18:12.074,,,2020-03-03 12:17:33.555,,,2021-05-10 17:07:34.726,"",
7199,0,18086AS,964001027783596,"",0,"",Wether,2020-03-02 00:00:00.000,"",18086,"","",0,"","","New Tag: 18086A",2020-03-03 12:22:12.608,0,0,0,"                           18086AS","",,,Sold,2021-03-06 11:51:27.544,0.19,0.18,64.2,2020-12-14 14:22:43.041,0,"","","","",,,,,2021-05-10 17:26:42.827,,2020-03-03 12:22:37.686,,,,2020-03-03 12:22:43.081,,,2022-03-13 16:53:01.087,,,2022-03-13 16:53:01.514,"",
7200,0,18086BS,964001027783597,"",0,"",Wether,2020-03-02 00:00:00.000,"",18086,"","",0,"","","New Tag: 18086B",2020-03-03 12:23:09.258,0,0,0,"                           18086BS","",,,Sold,2021-03-06 11:51:27.654,0.18,0.08,66.8,2020-12-14 15:16:42.214,0,"","","","",,,,,2021-05-10 17:26:42.843,,2020-03-03 12:23:46.672,,,,2020-03-03 12:23:51.074,,,2022-03-13 16:53:11.830,,,2022-03-13 16:53:12.275,"",
7201,0,20016,964001027783598,"",0,"",Female,2020-03-02 00:00:00.000,"",18221,ARG,"",0,"","","Weaning group 8/9/23",2023-08-09 14:11:58.177,0,0,0,"                           20016","",,,Current,2020-03-03 12:27:26.127,0.06,0.00,103.0,2023-08-09 14:11:59.180,0,.,"","","",,,,2023-01-31 08:49:03.754,2020-03-03 12:28:09.827,2021-08-28 09:54:44.320,2020-03-03 12:28:13.045,,,,2020-03-03 12:28:25.587,,,2021-03-04 10:14:58.720,,,2024-01-11 08:21:05.459,"",
7202,0,18221D,964001027783599,"",0,"",Wether,2020-03-02 00:00:00.000,"",18221,"","",0,"","","",,0,0,0,"                           18221D","",,,Sold,2021-03-06 11:51:35.063,0.18,-0.04,66.0,2020-12-14 15:21:09.623,0,"","","","",,,,,2021-05-10 17:26:43.624,,2020-03-03 12:32:26.204,,,,2020-03-03 12:32:30.491,,,2020-03-03 12:31:58.208,,,2021-05-10 17:26:43.624,"",
7203,0,15003AG,964001027783550,"",0,"",Wether,2020-03-02 00:00:00.000,"",18221,"","",0,"","","Bad right eye",2020-03-10 13:56:13.740,0,0,0,"                           15003AG","",,,Sold,2021-03-06 11:39:28.893,0.19,0.16,75.8,2020-12-14 15:01:18.953,0,"","","","",,,,,2021-05-10 17:07:33.429,,2020-03-03 12:35:04.002,,,,2020-03-03 12:35:09.195,,,2020-03-10 13:54:16.503,,,2021-05-10 17:07:33.429,"",
7204,0,20153,964001027783551,"",0,"",Female,2020-03-02 00:00:00.000,"",15161,ARG,"",0,"","","AI 2023",2023-09-09 07:45:46.460,0,0,0,"                           20153","",,,Current,2020-03-03 12:42:08.712,0.06,0.02,116.0,2023-08-09 09:22:47.678,0,.,"","","",,,,2023-01-31 08:48:53.878,2020-03-03 13:00:01.612,2021-08-27 12:19:27.163,2020-03-03 13:00:04.589,,,,2020-03-03 13:00:17.978,,,2021-03-04 11:22:51.886,,,2024-01-10 10:50:19.595,"",
7205,0,15059ASS,964001027783552,"",0,"",Wether,2020-03-02 00:00:00.000,"",15059,"","",0,"","","New Tag: 15059A",2020-03-03 13:02:38.350,0,0,0,"                           15059ASS","",,,Sold,2021-03-06 11:39:33.173,0.16,0.22,69.6,2020-12-14 13:49:55.106,0,"","","","",,,,,2021-05-10 17:26:37.922,,2020-03-03 13:03:20.620,,,,2020-03-03 13:03:24.950,,,2022-03-31 10:38:44.809,,,2022-03-31 10:38:45.282,"",
7206,0,15059BS,964001027783553,"",0,"",Male,2020-03-02 00:00:00.000,"",15059,"","",0,"","","New Tag: 15059B",2020-03-03 13:03:53.919,0,0,0,"                           15059BS","",,,Sold,2021-03-06 11:39:33.287,0.19,0.14,70.2,2020-12-14 14:14:36.546,0,"","","","",,,,,2020-03-03 13:04:21.982,,2020-03-03 13:04:24.682,,,,2020-03-03 13:04:29.049,,,2022-03-31 10:38:55.744,,,2022-03-31 10:38:56.212,"",
7207,0,18042A,964001027783554,"",0,"",Female,2020-03-02 00:00:00.000,"",18042,"","",0,"","","Would not take bottle/othermom",2020-03-27 14:57:43.766,0,0,0,"                           18042A","",,,Dead,2020-03-27 14:58:35.203,"","","",,0,"","","","",,,,,2020-03-03 13:13:14.820,,2020-03-03 13:13:17.333,,,,2020-03-03 13:13:25.560,,,2020-03-03 13:12:42.394,,,2020-03-30 14:21:26.274,"",
7208,0,18042BR,964001027783555,"",0,"",Wether,2020-03-02 00:00:00.000,"",18042,SOLD,"",0,"","","New Tag: 18042BR",2020-05-03 15:22:02.015,0,0,0,"                           18042BR","",,,Sold,2020-10-06 17:02:55.243,"","","",,0,"Bottle Babies","","","",,,,2020-05-03 15:19:32.387,2021-05-10 17:26:42.718,2020-10-06 16:49:55.944,2020-03-03 13:14:22.367,,,,2020-03-03 13:14:27.026,,,2020-05-03 15:22:01.877,,,2021-05-10 17:26:42.718,"",
7209,0,17054C,964001027783556,"",0,"",Female,2020-03-02 00:00:00.000,"",17054,"","",0,"","","New Tag: 17054C",2020-03-03 13:18:46.318,0,0,0,"                           17054C","",,,Sold,2021-03-06 11:39:57.508,0.16,0.01,57.2,2020-12-14 09:59:00.181,0,"","","","",,,,,2020-03-03 13:19:19.558,,2020-03-03 13:19:23.383,,,,2020-03-03 13:19:29.445,,,2020-03-03 13:18:46.172,,,2021-03-06 11:39:57.508,"",
7210,0,17054D,964001027783557,"",0,"",Wether,2020-03-02 00:00:00.000,"",17054,"","",0,"","","New Tag: 17054D",2020-03-03 13:22:46.057,0,0,0,"                           17054D","",,,Sold,2021-03-06 11:39:57.667,0.16,0.20,57.6,2020-12-14 14:04:45.057,0,"","","","",,,,,2021-05-10 17:26:40.312,,2020-03-03 13:23:16.378,,,,2020-03-03 13:23:26.682,,,2020-03-03 13:22:45.900,,,2021-05-10 17:26:40.312,"",
7211,0,17054E,964001027783558,"",0,"",Female,2020-03-02 00:00:00.000,"",17054,"","",0,"","","New Tag: 17054E",2020-03-03 13:24:50.201,0,0,0,"                           17054E","",,,Sold,2021-03-06 11:39:57.793,0.18,0.05,54.8,2020-12-14 09:58:33.449,0,"","","","",,,,,2020-03-03 13:25:45.839,,2020-03-03 13:25:50.033,,,,2020-03-03 13:25:55.442,,,2020-03-03 13:24:50.039,,,2021-03-06 11:39:57.793,"",
7212,0,15113AS,964001027783559,"",0,"",Wether,2020-03-02 00:00:00.000,"",15113,"","",0,"","","New Tag: 15113A",2020-03-03 13:29:14.256,0,0,0,"                           15113AS","",,,Sold,2021-03-06 11:39:35.286,0.18,0.06,66,2020-12-14 13:42:42.501,0,"","","","",,,,,2021-05-10 17:26:38.109,,2020-03-03 13:30:00.242,,,,2020-03-03 13:30:13.456,,,2022-03-13 13:39:51.711,,,2022-03-13 13:39:52.149,"",
7213,0,15113BS,964001027783540,"",0,"",Wether,2020-03-02 00:00:00.000,"",15113,"","",0,"","","New Tag: 15113B",2020-03-03 13:31:43.948,0,0,0,"                           15113BS","",,,Sold,2021-03-06 11:39:35.399,0.14,0.06,60,2020-12-14 15:22:35.349,0,"","","","",,,,,2021-05-10 17:26:38.125,,2020-03-03 13:31:22.122,,,,2020-03-03 13:31:27.498,,,2022-03-13 13:38:35.592,,,2022-03-13 13:38:36.033,"",
7214,0,17086BG,964001027783541,"",0,"",Female,2020-03-02 00:00:00.000,"",17139,"","",0,"","","Graphed from 17139",2020-03-20 09:10:37.999,0,0,0,"                           17086BG","",,,Sold,2021-03-06 11:40:00.816,0.12,0.06,46.6,2020-12-14 12:08:06.770,0,.,"","","",,,,2021-11-06 21:31:04.317,2020-03-03 13:38:20.985,,2020-03-03 13:38:25.946,,,,2020-03-03 13:38:30.863,,,2020-03-20 09:09:14.387,,,2021-11-06 21:31:04.317,"",
7215,0,17095C,964001027783542,"",0,"",Female,2020-03-02 00:00:00.000,"",17095,"","",0,"","","New Tag: 17095C",2020-03-03 13:41:58.445,0,0,0,"                           17095C","",,,Sold,2021-03-06 11:40:01.849,0.16,0.12,53.6,2020-12-14 09:45:53.643,0,"","","","",,,,,2020-03-03 13:41:18.806,,2020-03-03 13:41:21.370,,,,2020-03-03 13:41:26.604,,,2020-03-03 13:41:58.291,,,2021-03-06 11:40:01.849,"",
7216,0,OR02086,964001027783544,"",0,"",Wether,2020-03-02 00:00:00.000,"",17095,"","",0,"","","Carcass wt. 49.0 lbs.",2022-01-23 16:18:21.304,0,0,0,"OR                          2086","",,,Dead,2022-01-23 16:31:02.915,0.14,0.13,111.0,2021-12-20 12:39:05.462,0,"","","","",,,,,2021-05-10 17:26:44.967,,2020-03-03 13:42:51.843,,,,2020-03-03 13:43:02.874,,,2021-03-04 12:41:21.798,,,2022-01-23 16:31:02.915,"",
7217,0,17095E,964001027783543,"",0,"",Wether,2020-03-02 00:00:00.000,"",17095,"","",0,"","","New Tag: 17095E",2020-03-03 13:43:23.524,0,0,0,"                           17095E","",,,Sold,2021-01-29 15:45:20.803,0.21,0.09,74.8,2020-12-14 14:24:48.136,0,"","","","",,,,,2021-05-10 17:07:34.569,,2020-03-03 13:43:51.996,,,,2020-03-03 13:43:56.677,,,2020-03-03 13:43:23.364,,,2021-05-10 17:07:34.569,"",
7218,0,20056,964001027783545,"",0,"",Female,2020-03-02 00:00:00.000,"",17161,ARG,"",0,"","",sell,2022-08-20 14:02:42.000,0,0,0,"                           20056","",,,Sold,2024-01-08 11:55:52.339,0.09,0.12,114.0,2023-02-05 11:47:51.882,0,.,"","","",,,,2023-01-31 08:49:00.871,2020-03-03 13:50:11.213,2021-08-27 11:41:52.108,2020-03-03 13:50:13.789,,,,2020-03-03 13:50:18.827,,,2021-03-04 10:35:41.218,,,2024-01-08 11:55:52.340,"",
7219,0,20127,964001027783546,"",0,"",Female,2020-03-02 00:00:00.000,"",17161,ARG,"",0,"","","small do not breed",2021-09-29 22:28:00.348,0,0,0,"                           20127","",,,Sold,2022-09-27 16:42:34.035,0.10,0.11,95.5,2022-02-26 13:46:04.985,0,"","","","",,,,,2020-03-03 13:51:13.619,2021-08-28 15:05:31.023,2020-03-03 13:51:16.330,,,,2020-03-03 13:51:20.613,,,2021-03-04 11:10:10.103,,,2022-09-27 16:42:34.035,"",
7220,0,20179,964001027783547,"",0,"",Female,2020-03-02 00:00:00.000,"",17131,ARG,"",0,"","","AI 2023 B",2023-09-09 10:19:58.986,0,0,0,"                           20179","",,,Current,2020-03-03 13:56:46.598,0.07,-0.01,133.0,2023-08-09 08:08:57.865,0,.,"","","",,,,2023-01-31 08:49:08.092,2020-03-03 13:57:53.360,2021-08-27 12:12:56.903,2020-03-03 13:57:56.910,,,,2020-03-03 13:58:02.067,,,2021-03-04 11:34:42.859,,,2024-01-10 10:03:14.689,"",
7221,0,20190,964001027783548,"",0,"",Female,2020-03-02 00:00:00.000,"",17322,ARG,"",0,"","","Weaning group 8/9/23",2023-08-09 12:07:31.392,0,0,0,"                           20190","",,,Current,2020-03-03 14:01:02.856,0.05,-0.02,97.5,2023-08-09 12:07:31.487,0,.,"","","",,,,2023-01-31 08:48:56.441,2020-03-03 14:01:42.434,2021-08-28 08:26:20.853,2020-03-03 14:01:45.351,,,,2020-03-03 14:01:52.391,,,2021-03-04 11:38:46.604,,,2024-01-11 07:47:13.754,"",
7222,0,20160,964001027783570,"",0,"",Female,2020-03-02 00:00:00.000,"",17242,"","",0,"","","New Tag: 20160",2021-03-04 11:26:06.382,0,0,0,"                           20160","",,,Sold,2022-09-27 16:42:35.922,0.07,0.10,85.5,2022-02-26 13:41:18.288,0,.,"","","",,,,2021-11-06 21:31:11.300,2020-03-03 14:05:12.370,,2020-03-03 14:05:22.998,,,,2020-03-03 14:05:28.901,,,2021-03-04 11:26:06.217,,,2022-09-27 16:42:35.922,"",
7223,0,17242B,964001027783549,"",0,"",Wether,2020-03-02 00:00:00.000,"",17242,"","",0,"","","",,0,0,0,"                           17242B","",,,Sold,2021-03-06 11:51:17.821,0.15,0.11,57.2,2020-12-14 14:34:18.952,0,.,"","","",,,,2021-11-06 21:31:09.016,2021-05-10 17:26:41.890,,2020-03-03 14:06:48.718,,,,2020-03-03 14:06:55.258,,,2020-03-03 14:07:11.207,,,2021-11-06 21:31:09.017,"",
7224,0,16288A,964001027783572,"",0,"",Female,2020-03-02 00:00:00.000,"",15154,"","",0,"","","New Tag: 16288A",2020-03-03 14:13:38.147,0,0,0,"                           16288A","",,,Sold,2021-03-06 11:39:51.692,0.16,0.02,59.4,2020-12-14 11:04:48.192,0,"","","","",,,,,2020-03-03 14:12:58.186,,2020-03-03 14:13:03.592,,,,2020-03-03 14:13:13.760,,,2020-03-03 14:13:37.972,,,2021-03-06 11:39:51.692,"",
7225,0,16288B,964001027783571,"",0,"",Female,2020-03-02 00:00:00.000,"",15154,"","",0,"","","New Tag: 16288B",2020-03-03 14:14:59.111,0,0,0,"                           16288B","",,,Sold,2021-03-06 11:39:51.918,0.15,0.01,56.8,2020-12-14 10:31:43.635,0,"","","","",,,,,2020-03-03 14:14:23.894,,2020-03-03 14:14:26.888,,,,2020-03-03 14:14:36.464,,,2020-03-03 14:14:58.944,,,2021-03-06 11:39:51.918,"",
7226,0,16004CC,964001027783573,"",0,"",Female,2020-03-02 00:00:00.000,"",16004,"","",0,"","","New Tag: 16004C",2020-03-03 14:20:23.310,0,0,0,"                           16004CC","",,,Sold,2021-05-10 17:32:31.174,0.14,-0.04,51.2,2020-12-14 09:47:30.324,0,"","","","",,,,,2020-03-03 14:20:59.752,,2020-03-03 14:21:07.204,,,,2020-03-03 14:21:13.289,,,2022-03-10 08:40:43.459,,,2022-03-10 08:40:43.839,"",
7227,0,16004DD,964001027783574,"",0,"",Wether,2020-03-02 00:00:00.000,"",16004,"","",0,"","","New Tag: 16004D",2020-03-03 14:21:52.917,0,0,0,"                           16004DD","",,,Sold,2021-03-06 11:39:36.633,0.14,0.17,55.6,2020-12-14 14:44:04.057,0,"","","","",,,,,2021-05-10 17:26:38.250,,2020-03-03 14:22:35.945,,,,2020-03-03 14:22:40.918,,,2022-03-10 08:43:55.068,,,2022-03-10 08:43:55.457,"",
7228,0,16004EE,964001027783575,"",0,"",Female,2020-03-02 00:00:00.000,"",16004,"","",0,"","","New Tag: 16004E",2020-03-03 14:23:55.905,0,0,0,"                           16004EE","",,,Sold,2021-03-06 11:39:36.832,0.14,0.01,55,2020-12-14 10:33:44.659,0,"","","","",,,,,2020-03-03 14:24:40.646,,2020-03-03 14:24:43.697,,,,2020-03-03 14:24:49.184,,,2022-03-10 08:44:16.694,,,2022-03-10 08:44:17.087,"",
7229,0,16146BS,964001027783577,"",0,"",Wether,2020-03-02 00:00:00.000,"",16146,"","",0,"","","New Tag: 16146B",2020-03-03 14:31:10.357,0,0,0,"                           16146BS","",,,Sold,2021-03-06 11:39:45.516,0.16,0.02,64.4,2020-12-14 15:14:47.300,0,"","","","",,,,,2021-05-10 17:26:39.281,,2020-03-03 14:31:40.424,,,,2020-03-03 14:31:47.820,,,2023-04-01 11:15:16.688,,,2023-04-01 11:15:17.289,"",
7230,0,16146AS,964001027783576,"",0,"",Female,2020-03-02 00:00:00.000,"",16146,"","",0,"","","New Tag: 16146A",2020-03-03 14:32:12.795,0,0,0,"                           16146AS","",,,Sold,2021-03-06 11:39:45.390,0.15,0.06,57,2020-12-14 10:59:20.382,0,"","","","",,,,,2020-03-03 14:32:36.200,,2020-03-03 14:32:39.228,,,,2020-03-03 14:32:45.094,,,2023-04-01 11:15:05.121,,,2023-04-01 11:15:05.647,"",
7231,0,106,964001035780146,"",0,"",Male,2020-03-02 00:00:00.000,"",16184,"","",0,"","","Last year to breed 2024",2024-01-04 10:19:11.076,0,0,0,"                             106","",,,Current,2020-03-03 15:39:38.682,0.10,-0.22,188.0,2024-01-04 10:18:44.507,0,"12th BRD GRP","","","",,,,2021-10-12 19:48:24.034,2020-03-03 15:40:29.736,,2020-03-03 15:40:32.796,,,,2020-03-03 15:40:39.307,,,2021-03-04 12:55:03.550,2023-02-07 15:01:32.862,,2024-01-04 10:19:11.019,"",
7232,0,13009SS,964001027783579,"",0,"",Wether,2020-03-02 00:00:00.000,"",13008,"","",0,"","","New Tag: 13009S",2020-03-03 15:52:46.961,0,0,0,"                           13009SS","",,,Sold,2020-09-25 11:45:29.015,0.42,0.80,69.4,2020-07-19 14:05:28.004,0,.,"","","",,,,2021-11-06 21:30:55.591,2021-05-10 17:07:33.288,,2020-03-03 15:53:23.322,,,,2020-03-03 15:53:37.773,,,2022-05-06 11:01:47.679,,,2022-05-06 11:01:48.116,"",
7233,0,20161,964001027783560,"",0,"",Female,2020-03-02 00:00:00.000,"",18092,Comm,"",0,"","","Sell as cull",2023-02-05 15:45:47.097,0,0,0,"                           20161","",,,Sold,2024-01-08 11:56:09.071,0.08,0.00,108.0,2023-02-05 15:45:37.032,0,.,"","","",,,,2023-01-31 08:48:55.097,2020-03-03 15:57:45.386,2021-08-28 11:02:40.071,2020-03-03 15:57:51.288,,,,2020-03-03 15:57:57.686,,,2021-03-04 11:26:24.763,,,2024-01-08 11:56:09.071,"",
7234,0,18092B,964001027783561,"",0,"",Wether,2020-03-02 00:00:00.000,"",18092,"","",0,"","","Died 5/12/20 FTT IMMUNE ISSUE",2020-05-18 10:21:16.770,0,0,0,"                           18092B","",,,Dead,2020-05-18 10:22:35.037,"","","",,0,"","","","",,,,,2021-05-10 17:26:42.858,,2020-03-03 15:59:06.656,,,,2020-03-03 15:59:12.042,,,2020-03-03 15:58:31.427,,,2021-05-10 17:26:42.858,"",
7235,0,123,964001027783562,"",0,"",Male,2020-03-02 00:00:00.000,"",17134,"","",0,"","",Sell,2022-02-04 14:50:36.343,0,0,0,"                             123","",,,Sold,2024-01-08 11:55:21.228,0.11,0.04,119.0,2022-02-04 14:50:10.947,0,"8th BRD GRP","","","",,,,2021-10-10 20:25:40.067,2020-03-03 16:07:25.699,,2020-03-03 16:07:28.821,,,,2020-03-03 16:07:38.233,,,2021-03-04 13:06:00.006,,,2024-01-08 11:55:21.228,"",
7236,0,18230A,964001027783564,"",0,"",Female,2020-03-02 00:00:00.000,"",18230,"","",0,"","","New Tag: 18230A",2020-03-03 16:11:21.100,0,0,0,"                           18230A","",,,Sold,2021-03-06 11:51:35.350,0.14,0.02,55.6,2020-12-14 10:14:30.535,0,"","","","",,,,,2020-03-03 16:11:48.197,,2020-03-03 16:11:50.942,,,,2020-03-03 16:11:56.320,,,2020-03-03 16:11:20.862,,,2021-03-06 11:51:35.351,"",
7237,0,18230B,964001027783563,"",0,"",Female,2020-03-02 00:00:00.000,"",18230,"","",0,"","","New Tag: 18230B",2020-03-03 16:13:32.364,0,0,0,"                           18230B","",,,Sold,2021-03-06 11:51:35.455,0.17,-0.06,58.4,2020-12-14 10:32:35.241,0,"","","","",,,,,2020-03-03 16:12:57.241,,2020-03-03 16:13:01.116,,,,2020-03-03 16:13:07.564,,,2020-03-03 16:13:32.213,,,2021-03-06 11:51:35.455,"",
7238,0,17300A,964001027783565,"",0,"",Wether,2020-03-02 00:00:00.000,"",17300,"","",0,"","","New Tag: 17300A",2020-03-03 16:21:36.263,0,0,0,"                           17300A","",,,Sold,2021-03-06 11:51:21.311,0.15,0.24,63.8,2020-12-14 13:53:14.788,0,"","","","",,,,,2021-05-10 17:26:42.421,,2020-03-03 16:22:14.779,,,,2020-03-03 16:22:27.375,,,2020-03-03 16:21:36.117,,,2021-05-10 17:26:42.421,"",
7239,0,17300B,964001027783566,"",0,"",Wether,2020-03-02 00:00:00.000,"",17300,"","",0,"","","New Tag: 17300B",2020-03-03 16:24:18.875,0,0,0,"                           17300B","",,,Sold,2021-03-06 11:51:21.415,0.17,0.09,61.4,2020-12-14 15:02:39.929,0,"","","","",,,,,2021-05-10 17:26:42.437,,2020-03-03 16:23:47.569,,,,2020-03-03 16:23:53.178,,,2020-03-03 16:24:18.729,,,2021-05-10 17:26:42.437,"",
7240,0,18135S,964001027783567,"",0,"",Wether,2020-03-02 00:00:00.000,"",18135,"","",0,"","","New Tag: 18135S",2020-03-03 16:26:00.127,0,0,0,"                           18135S","",,,Sold,2020-09-25 11:45:30.325,0.41,0.64,65.0,2020-07-19 13:27:06.976,0,"","","","",,,,,2021-05-10 17:07:35.007,,2020-03-03 16:26:30.590,,,,2020-03-03 16:26:35.556,,,2020-03-03 16:25:59.960,,,2021-05-10 17:07:35.007,"",
7241,0,17159S,964001027783568,"",0,"",Wether,2020-03-02 00:00:00.000,"",17159,"","",0,"","","New Tag: 17159S",2020-03-03 16:27:38.752,0,0,0,"                           17159S","",,,Sold,2020-09-25 11:45:28.827,0.46,0.80,70.2,2020-07-19 12:59:16.925,0,"","","","",,,,,2021-05-10 17:07:34.663,,2020-03-03 16:28:20.091,,,,2020-03-03 16:28:24.530,,,2020-03-03 16:27:38.601,,,2021-05-10 17:07:34.663,"",
7242,0,20034,964001027783569,"",0,"",Female,2020-03-02 00:00:00.000,"",17271,Comm,JAD,0,"","","Weaning group 8/9/23",2023-08-09 12:56:28.910,0,0,0,"                           20034","",,,Current,2020-03-03 16:29:43.282,0.05,-0.02,95.0,2023-08-09 12:56:29.421,0,.,"","","",,,,2023-01-31 08:49:02.911,2020-03-03 16:30:45.599,2022-03-16 13:26:56.416,2020-03-03 16:30:43.321,2022-03-16 13:26:49.131,,,2020-03-03 16:30:51.307,,,2021-03-04 10:26:38.650,,,2024-01-10 11:43:01.762,"",
7243,0,20164,964001027784184,"",0,"",Female,2020-03-02 00:00:00.000,"",15030,ARG,"",0,"","","Sell as cull",2023-02-05 15:15:26.260,0,0,0,"                           20164","",,,Sold,2024-01-08 11:56:03.936,0.09,0.24,115.0,2023-02-05 15:15:15.187,0,.,"","","",,,,2023-01-31 08:49:10.105,2020-03-10 15:32:05.077,2021-08-27 13:50:03.667,2020-03-03 18:39:55.285,,,,2020-03-03 18:39:59.311,,,2021-03-04 11:28:27.816,2021-03-04 11:27:56.704,,2024-01-08 11:56:03.936,"",
7244,0,15030D,964001027783521,"",0,"",Wether,2020-03-02 00:00:00.000,"",15030,"","",0,"","","New Tag: 15030D",2020-03-03 18:40:55.394,0,0,0,"                           15030D","",,,Sold,2021-03-06 11:39:31.558,0.11,-0.33,53.8,2020-12-14 14:00:15.729,0,"","","","",,,,,2021-05-10 17:26:37.687,,2020-03-03 18:41:55.177,,,,2020-03-03 18:42:07.128,,,2020-03-03 18:40:55.251,,,2021-05-10 17:26:37.687,"",
7245,0,15030E,964001027783522,"",0,"",Female,2020-03-02 00:00:00.000,"",15030,"","",0,"","","New Tag: 15030E",2020-03-03 18:42:53.676,0,0,0,"                           15030E","",,,Sold,2021-03-06 11:39:31.719,0.15,0.06,47.0,2020-12-14 10:20:56.255,0,"","","","",,,,,2020-03-03 18:43:18.626,,2020-03-03 18:43:23.114,,,,2020-03-03 18:43:28.092,,,2020-03-03 18:42:53.523,,,2021-03-06 11:39:31.719,"",
7246,0,16290C,964001027783524,"",0,"",Wether,2020-03-02 00:00:00.000,"",16290,"","",0,"","","New Tag: 16290C",2020-03-03 18:45:53.609,0,0,0,"                           16290C","",,,Sold,2021-03-06 11:39:52.081,0.16,-0.01,64.6,2020-12-14 15:01:49.293,0,"","","","",,,,,2021-05-10 17:26:39.937,,2020-03-03 18:46:33.187,,,,2020-03-03 18:46:40.781,,,2020-03-03 18:45:53.437,,,2021-05-10 17:26:39.937,"",
7247,0,16290D,964001027783525,"",0,"",Female,2020-03-01 00:00:00.000,"",15056,"","",0,"","","New Tag: 16290D",2020-03-03 18:48:33.982,0,0,0,"                           16290D","",,,Sold,2021-03-06 11:39:52.213,0.18,0.04,58.4,2020-12-14 11:36:18.778,0,"","","","",,,,,2020-03-03 18:49:36.409,,2020-03-03 18:49:41.020,,,2020-03-03 18:53:12.132,2020-03-03 18:49:50.432,,,2020-03-03 18:48:33.813,,,2021-03-06 11:39:52.214,"",
7248,0,16290E,964001027783523,"",0,"",Female,2020-03-02 00:00:00.000,"",16290,"","",0,"","","New Tag: 16290E",2020-03-03 18:51:11.496,0,0,0,"                           16290E","",,,Sold,2021-03-06 11:39:52.359,0.17,0.01,55.6,2020-12-14 10:48:35.845,0,"","","","",,,,,2020-03-03 18:52:16.484,,2020-03-03 18:52:19.669,,,,2020-03-03 18:52:25.540,,,2020-03-03 18:51:11.343,,,2021-03-06 11:39:52.359,"",
7249,0,119,964001027783526,"",0,"",Male,2020-03-02 00:00:00.000,"",16149,"","",0,"","",Sell,2022-02-04 15:35:49.331,0,0,0,"                             119","",,,Sold,2020-09-25 11:45:28.612,0.09,-0.03,101.0,2022-02-04 15:35:40.476,0,.,"","","",,,,2021-11-06 21:34:29.423,2020-03-03 18:54:51.968,,2020-03-03 18:54:55.049,,,,2020-03-03 18:55:00.554,,,2021-03-04 13:03:23.876,,,2022-02-04 15:35:49.278,"",
7250,0,20070,964001027783527,"",0,"",Female,2020-03-02 00:00:00.000,"",17006,"","",0,"","","small do not breed",2021-09-29 22:27:47.348,0,0,0,"                           20070","",,,Sold,2022-09-27 16:42:51.377,0.10,0.23,96.0,2022-02-26 13:08:52.730,0,"","","","",,,,,2020-03-03 18:56:52.258,,2020-03-03 18:56:54.634,,,,2020-03-03 18:56:59.927,,,2021-03-04 10:42:54.671,,,2022-09-27 16:42:51.378,"",
7251,0,20224,964001027783528,"",0,"",Female,2020-03-02 00:00:00.000,"",17006,"",Comm,0,"","","Weaning group 8/9/23",2023-08-09 11:25:43.903,0,0,0,"                           20224","",,,Current,2020-03-03 18:57:12.846,0.08,0.05,124.0,2023-08-09 11:25:44.893,0,.,"","","",,,,2023-01-31 08:48:56.587,2020-03-03 18:58:05.304,,2020-03-03 18:58:08.130,2021-08-27 12:16:36.312,,,2020-03-03 18:58:12.527,,,2021-03-04 11:47:37.266,,,2024-01-11 07:53:05.537,"",
7252,0,17031A,964001027783529,"",0,"",Male,2020-03-02 00:00:00.000,"",17031,"","",0,"","","New Tag: 17031A",2020-03-03 19:00:06.755,0,0,0,"                           17031A","",,,Sold,2021-03-06 11:39:56.432,0.15,0.01,52.4,2020-12-14 14:06:06.688,0,"","","","",,,,,2020-03-03 19:00:34.395,,2020-03-03 19:00:38.303,,,,2020-03-03 19:00:43.204,,,2020-03-03 19:00:06.611,,,2021-03-06 11:39:56.432,"",
